station,driver,rider1,rider2,rider3,VMT,save_d,save_r1,save_r2,save_r3,T_d,T_r1,T_r2,T_r3,cost_d,cost_r1,cost_r2,cost_r3,detour_d,detour_r1,detour_r2,detour_r3,size,type,num_riders
0,1,7014,0,0,30.801,17.8221,11.8488,0.0,0.0,2103,1027.0,0.0,0.0,11.91,11.3,0.0,0.0,59,0.0,0.0,0.0,one,SR,1
0,2059,7330,0,0,35.291,18.0743,15.8165,0.0,0.0,1578,1409.0,0.0,0.0,3.97,14.0,0.0,0.0,59,0.0,0.0,0.0,one,SR,1
0,16,3437,0,0,22.5654,12.2073,9.3942,0.0,0.0,1155,792.0,0.0,0.0,3.45,9.64,0.0,0.0,68,0.0,0.0,0.0,one,SR,1
0,3090,228,0,0,28.3189,15.3051,11.8809,0.0,0.0,1619,1031.0,0.0,0.0,6.8,11.33,0.0,0.0,87,0.0,0.0,0.0,one,SR,1
0,1045,3289,0,0,25.7318,14.685,10.0398,0.0,0.0,1646,853.0,0.0,0.0,8.22,10.07,0.0,0.0,66,0.0,0.0,0.0,one,SR,1
0,3103,1918,0,0,23.3624,13.1391,9.2685,0.0,0.0,1550,779.0,0.0,0.0,7.68,9.55,0.0,0.0,102,0.0,0.0,0.0,one,SR,1
0,3121,9873,0,0,22.7893,12.1866,9.6239,0.0,0.0,1095,813.0,0.0,0.0,2.69,9.79,0.0,0.0,63,0.0,0.0,0.0,one,SR,1
233,2100,7452,3460,0,61.9774,17.8222,18.478,24.3097,0.0,1603,1959.0,2054.0,0.0,4.52,9.82,9.85,0.0,62,514.0,320.0,0.0,many,RT,2
0,3134,555,0,0,22.6149,12.8339,8.8545,0.0,0.0,1461,739.0,0.0,0.0,7.0,9.26,0.0,0.0,85,0.0,0.0,0.0,one,SR,1
0,4170,7749,0,0,39.3008,21.3807,16.469,0.0,0.0,2076,1476.0,0.0,0.0,8.74,14.51,0.0,0.0,18,0.0,0.0,0.0,one,SR,1
