ID,appr_d_time,appr_d_trip,appr_d_detour,appr_d_alone,appr_d_cost,appr_d_savings,appr_d_vmt,appr_d_gencost0,appr_d_bnf,appr_r_time,appr_r_trip,appr_r_detour,appr_r_alone,appr_r_cost,appr_r_savings,appr_r_vmt,appr_r_gencost0,appr_r_bnf,cen_d_time,cen_d_trip,cen_d_detour,cen_d_alone,cen_d_cost,cen_d_savings,cen_d_vmt,cen_d_gencost0,cen_d_bnf,cen_r_time,cen_r_trip,cen_r_detour,cen_r_aolne,cen_r_cost,cen_r_savings,cen_r_vmt,cen_r_gencost0,cen_r_bnf,exa_d_time,exa_d_trip,exa_d_detour,exa_d_alone,exa_d_cost,exa_d_savings,exa_d_vmt,exa_d_gencost0,exa_d_bnf,exa_r_time,exa_r_trip,exa_r_detour,exar_aolne,exa_r_cost,exa_r_savings,exa_r_vmt,exa_r_gencost0,exa_r_bnf
1,1680.833836858006,1840.1480362537764,0.09942086101829509,17.653223564954683,8.948700906344412,8.704522658610273,15.044064048338367,31.660172205438066,0.47968391117580883,1455.6517150395778,1636.2506596306068,0.11475587756018121,24.566098416886547,11.627387862796835,12.938710554089711,18.25122031662269,36.696529375549694,0.48106773076892706,1659.3101449275362,1856.8028985507246,0.12036413466061115,17.427221739130434,9.03495652173913,8.392265217391305,14.483135652173914,31.254806280193236,0.47099934883404504,1535.2524509803923,1764.5686274509803,0.13679399058480676,25.624701960784314,11.635245098039217,13.9894568627451,19.4307625,38.418472385620916,0.4905299052229711,1679.9486404833838,1838.2114803625377,0.09902368191367729,17.643947129909364,8.979335347432023,8.66461178247734,15.004828700906343,31.643519133937566,0.4788530021380474,1453.2724867724867,1634.015873015873,0.11502630277989948,24.534465343915347,11.611164021164022,12.923301322751325,18.22527142857143,36.64506940035273,0.4810438101255928
2,1679.954356846473,1814.9211618257261,0.08430007888162998,17.643914937759337,9.056099585062242,8.587815352697094,8.025389626556018,24.643724757952974,0.32923117631567095,1413.1030534351146,1565.9847328244275,0.0945314027126238,24.00036221374046,11.682977099236641,12.317385114503816,11.68047824427481,29.888291603053432,0.3775430422749932,1662.0,1818.7539682539682,0.0950293752866697,17.45535119047619,9.645119047619048,7.810232142857144,7.156867460317461,24.38035119047619,0.30471692948950607,1532.886925795053,1716.2897526501768,0.1108985715999762,25.59344522968198,11.33017667844523,14.26326855123675,13.499089045936394,31.980474087161365,0.4030787985982064,1679.954356846473,1814.9211618257261,0.08430007888162998,17.643914937759337,9.056099585062242,8.587815352697094,8.025389626556018,24.643724757952974,0.32923117631567095,1413.1030534351146,1565.9847328244275,0.0945314027126238,24.00036221374046,11.682977099236641,12.317385114503816,11.68047824427481,29.888291603053432,0.3775430422749932
3,1627.0027397260274,1795.3506849315067,0.10814553921541012,17.088353424657534,8.80917808219178,8.279175342465754,14.35691917808219,30.646709589041095,0.4744387642832942,1392.3634146341462,1568.3463414634145,0.10868718574151973,23.724068536585364,11.431000000000001,12.293068536585368,17.361595609756098,35.327096991869915,0.4784246321797758,1603.5932642487046,1800.800518134715,0.12510199695615518,16.842540155440414,9.149093264248705,7.69344689119171,13.553390155440413,30.205817357512952,0.4587165676036115,1456.8235294117646,1663.9524886877828,0.12996987085536474,24.58157330316742,11.279886877828051,13.301686425339367,18.50885972850679,36.72176938159879,0.48819142085169503,1627.0027397260274,1795.3506849315067,0.10814553921541013,17.088353424657534,8.809178082191782,8.279175342465754,14.35691917808219,30.646709589041095,0.4744387642832942,1392.3634146341462,1568.3463414634145,0.10868718574151975,23.724068536585364,11.431000000000001,12.293068536585368,17.361595609756098,35.32709699186992,0.4784246321797758
4,1633.5100286532952,1776.0487106017192,0.09372940225031214,17.15622206303725,7.798538681948423,9.357683381088824,15.570006303724929,30.76880563514804,0.5087741793620901,1450.6951501154736,1642.7228637413396,0.12073405112968712,24.499862124711317,11.312586605080833,13.187275519630484,18.43171247113164,36.588988375673594,0.49142595431492264,1620.2569832402235,1809.522346368715,0.11718460384039169,17.017055865921787,8.415698324022346,8.601357541899441,14.563900558659219,30.519197392923648,0.4861941900592917,1571.604700854701,1838.8675213675215,0.1612213364872882,26.107928846153847,11.117863247863248,14.990065598290599,20.42468547008547,39.20463468660968,0.5076325526545995,1633.5100286532952,1777.676217765043,0.09459224862291617,17.15622206303725,7.765042979942693,9.391179083094555,15.596706303724929,30.76880563514804,0.5096972987256112,1450.858468677494,1642.4385150812066,0.12039255282737645,24.50205150812065,11.373457076566126,13.128594431554523,18.375577030162415,36.592538747099766,0.4902334662211668
5,1654.3837209302326,1817.1027131782946,0.10436626526092639,17.375651162790696,8.223934108527132,9.151717054263566,15.366912790697675,31.16218217054264,0.49524814904194414,1454.1796116504854,1613.621359223301,0.10433601583768194,24.546381067961164,11.56621359223301,12.980167475728155,18.37500501618123,36.66454449838188,0.48768166207843355,1630.7250922509224,1834.629151291513,0.1268371188184382,17.12725184501845,8.50470479704797,8.62254704797048,14.567764575645757,30.71662761377614,0.48459284456201546,1518.485119047619,1724.626488095238,0.13126998948098872,25.40157470238095,11.432023809523809,13.969550892857141,19.437638690476188,38.05561736111111,0.49480631035244016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1685.443418013857,1833.378752886836,0.09130506479332719,17.70173556581986,7.483510392609699,10.218225173210161,16.624508083140878,31.747097382602004,0.527888831824982,1511.3615916955018,1720.4602076124568,0.12638894301344175,25.306822318339098,11.436435986159168,13.870386332179931,19.29655813148789,37.90150224913495,0.49471154077973656,1670.6808988764044,1884.21797752809,0.1288122354953099,17.546706741573033,8.021685393258426,9.525021348314606,15.596392359550562,31.46904756554307,0.5041385461784897,1595.6764705882354,1882.938080495356,0.17355885536333032,26.42821176470588,11.108219814241485,15.319991950464395,20.7717,39.725515686274505,0.5091375567095012,1685.4318706697459,1832.986143187067,0.09137422000193234,17.701617782909928,7.472771362586604,10.228846420323325,16.636705773672055,31.74688337182448,0.5283978409480834,1511.5431034482758,1726.3672413793104,0.12882511429926022,25.30921344827586,11.428362068965518,13.880851379310345,19.283903620689657,37.9054059770115,0.49472007824838826
7,1671.0901213171578,1825.2842287694973,0.09711837837595823,17.551185441941072,8.203691507798961,9.347493934142115,8.705157019064124,24.51406094742923,0.3581630309988198,1465.1524216524217,1636.9529914529915,0.11083524063200703,24.69231923076923,11.518504273504274,13.173814957264955,12.458228632478635,30.79712098765432,0.39226504671020096,1653.206375838926,1828.3942953020135,0.11010496047623457,17.3633783557047,8.173355704697986,9.19002265100671,8.460187751677852,24.25173825503356,0.3600869042109854,1515.7203728362183,1714.5965379494007,0.1268976645299966,25.364902396804265,11.430266311584555,13.934636085219708,13.10624620505992,31.680403950288504,0.398771147367352,1672.4722222222222,1826.314236111111,0.09677786711838138,17.56570052083333,8.209253472222223,9.356447048611109,8.715640972222223,24.534334780092593,0.35842227814394834,1466.4159544159545,1640.0299145299145,0.11285750173393137,24.709124216524216,11.520284900284901,13.188839316239317,12.465734615384616,30.819190693257358,0.39217025479757184
8,1676.1986863711002,1827.0919540229886,0.09562387328504987,17.604554187192118,8.159326765188833,9.445227422003285,8.816548932676518,24.588715380405034,0.36588275487588734,1473.0661157024792,1634.0013774104684,0.09607971762131169,24.79725688705234,11.70866391184573,13.088592975206613,12.418190633608814,30.935032369146008,0.3864926380012662,1657.2866141732284,1849.6094488188976,0.1202297710566585,17.40598582677165,8.322377952755906,9.08360787401575,8.282263307086614,24.311346719160106,0.35550533761288255,1539.3418693982073,1723.7119078104993,0.11041965601214397,25.678686555697823,11.665300896286812,14.013385659411012,13.245148655569784,32.09261101152369,0.39543674791848615,1677.9686985172982,1829.523887973641,0.09562745594713823,17.62312438220758,8.120939044481053,9.502185337726525,8.870793574958814,24.61466062602965,0.36806217006013303,1473.5661157024792,1633.1735537190082,0.09571047139863582,24.803901652892563,11.717837465564738,13.086064187327823,12.421218319559229,30.943760468319557,0.3865528882241629
9,1619.5428571428572,1747.769523809524,0.0832704297928045,17.00978285714286,6.76224761904762,10.247535238095239,16.46121333333333,30.505973333333333,0.5462263288690701,1418.3487031700288,1558.4178674351585,0.08659520575762013,24.06969942363113,11.137363112391933,12.932336311239194,18.25845446685879,35.889271950048034,0.4954668984595784,1605.9574074074073,1760.4574074074073,0.097640666152076,16.86714444444445,7.40775925925926,9.459385185185186,15.50704074074074,30.250122839506172,0.5258414321117966,1531.0189701897018,1719.1720867208671,0.11191761707584358,25.56817764227642,10.932520325203253,14.63565731707317,20.230963414634143,38.32666906052394,0.5127222607305395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1629.6760772659732,1762.2808320950967,0.08399747142068666,17.116219167904905,7.2432986627043086,9.872920505200593,9.320497919762259,23.906536156513127,0.3971497392235352,1454.28453364817,1592.1924439197167,0.08358912283772271,24.547693270366,11.376174734356553,13.171518536009446,12.596999173553721,30.607212160566704,0.3965114214861568,1604.1286713286713,1754.639160839161,0.09517724560595901,16.847920279720277,7.2247552447552446,9.623165034965036,8.995963356643356,23.531789743589744,0.39317187865530145,1507.1074197120709,1657.9080841638981,0.09131262610725513,25.25019080841639,11.418482834994462,13.831707973421926,13.203372203765227,31.52980505721668,0.4007573161497858,1629.3857566765578,1760.814540059347,0.08326460087911106,17.113175074183975,7.2499258160237385,9.863249258160238,9.315728486646885,23.902282393669637,0.3963439950112662,1455.2369668246445,1590.1552132701422,0.08188396601875995,24.56035165876777,11.397677725118482,13.16267393364929,12.60061078199052,30.623839020537126,0.3963648321605317
