station,driver,rider1,rider2,rider3,VMT,save_d,save_r1,save_r2,save_r3,T_d,T_r1,T_r2,T_r3,cost_d,cost_r1,cost_r2,cost_r3,detour_d,detour_r1,detour_r2,detour_r3,size,type,num_riders
0,16,3437,3436,0,30.4699,16.9594,5.7576,5.7576,0.0,1155,792.0,792.0,0.0,-5.83,9.98,9.98,0.0,68,0.0,0.0,0.0,many,SR,2
0,27,7808,2905,1154,65.5871,36.9941,7.4381,9.1945,7.5787,2633,1182.0,1769.0,1171.0,-11.79,13.11,17.51,13.2,167,22.0,116.0,0.0,many,SR,3
0,28,7671,3769,2707,66.6767,38.1114,8.1618,8.1637,7.9959,2267,1293.0,1299.0,1258.0,-14.39,14.24,14.26,13.94,6,0.0,3.0,0.0,many,SR,3
0,35,2563,2562,56,49.7009,27.4816,6.1095,6.1095,6.5746,1388,863.0,863.0,1388.0,-16.26,10.58,10.58,13.1,229,0.0,0.0,229.0,many,SR,3
0,41,5916,1814,66,65.8219,37.3861,7.0397,7.0397,9.924,2073,1057.0,1057.0,2073.0,-18.12,12.23,12.23,19.86,171,0.0,0.0,171.0,many,SR,3
0,46,5574,5573,0,49.7096,27.8914,9.2619,9.2619,0.0,1862,1543.0,1543.0,0.0,-10.1,16.47,16.47,0.0,120,0.0,0.0,0.0,many,SR,2
0,47,4265,3549,0,33.7926,19.1191,5.935,6.5588,0.0,1084,827.0,993.0,0.0,-8.24,10.27,11.52,0.0,34,0.0,19.0,0.0,many,SR,2
0,63,6919,3567,0,39.17,21.8733,7.9167,6.8048,0.0,1408,1277.0,1008.0,0.0,-8.39,13.94,11.81,0.0,89,19.0,0.0,0.0,many,SR,2
0,67,7638,7637,6072,60.0581,33.759,8.0083,8.0083,6.3396,1434,1326.0,1326.0,911.0,-20.43,14.22,14.22,10.99,118,35.0,35.0,0.0,many,SR,3
0,69,7889,7888,0,37.6741,21.2354,7.0014,7.0014,0.0,1179,1051.0,1051.0,0.0,-9.54,12.18,12.18,0.0,47,0.0,0.0,0.0,many,SR,2
0,76,8055,5551,896,52.1304,28.4825,7.6193,6.3752,6.0389,2149,1394.0,920.0,974.0,-9.97,14.12,11.06,10.96,276,115.0,0.0,66.0,many,SR,3
0,84,6815,1349,0,44.153,25.1468,8.061,8.114,0.0,1422,1270.0,1314.0,0.0,-10.55,14.04,14.27,0.0,23,0.0,17.0,0.0,many,SR,2
0,85,9782,0,0,15.3695,10.7972,3.3209,0.0,0.0,1129,799.0,0.0,0.0,0.59,12.51,0.0,0.0,32,0.0,0.0,0.0,one,SR,1
50,87,6254,4558,1069,47.3528,10.5988,14.5456,10.4204,10.4204,1275,1696.0,1325.0,1325.0,1.08,8.75,7.46,7.46,117,256.0,283.0,283.0,many,RT,3
0,88,4454,1523,0,36.5023,19.9324,6.6727,7.3313,0.0,1349,1315.0,1119.0,0.0,-8.93,12.9,12.76,0.0,216,179.0,0.0,0.0,many,SR,2
0,92,1191,0,0,15.6472,11.0393,3.346,0.0,0.0,1156,809.0,0.0,0.0,0.78,12.62,0.0,0.0,22,0.0,0.0,0.0,one,SR,1
0,100,8566,8564,3028,62.3051,35.7104,6.1076,6.1076,10.298,1946,863.0,863.0,1940.0,-16.3,10.58,10.58,19.66,70,0.0,0.0,60.0,many,SR,3
0,127,5397,1608,0,31.9844,17.5689,6.2809,5.8928,0.0,1233,1233.0,819.0,0.0,-7.23,12.21,10.21,0.0,178,178.0,0.0,0.0,many,SR,2
0,145,1786,0,0,14.8052,10.4695,3.1522,0.0,0.0,1092,735.0,0.0,0.0,0.81,11.83,0.0,0.0,13,0.0,0.0,0.0,one,SR,1
0,149,9342,308,0,42.4675,23.5641,7.6957,8.2579,0.0,1707,1195.0,1707.0,0.0,-8.62,13.4,16.09,0.0,204,0.0,204.0,0.0,many,SR,2
0,156,5805,676,0,48.2917,26.0237,9.3457,9.4891,0.0,2054,1688.0,1603.0,0.0,-9.33,17.29,17.04,0.0,333,58.0,0.0,0.0,many,SR,2
35,163,9685,9289,3378,45.2582,14.3424,9.8848,9.7646,9.5783,1079,1365.0,1318.0,1327.0,-3.86,8.76,8.51,8.61,58,270.0,255.0,267.0,many,RT,3
0,164,3209,0,0,18.9744,13.2493,4.1461,0.0,0.0,1433,1108.0,0.0,0.0,0.84,15.79,0.0,0.0,66,0.0,0.0,0.0,one,SR,1
0,189,9584,1846,0,67.3762,38.7186,13.5706,10.2476,0.0,4054,3156.0,1801.0,0.0,-0.99,29.48,18.91,0.0,330,236.0,0.0,0.0,many,SR,2
0,214,6487,0,0,20.009,14.066,4.3035,0.0,0.0,1537,1165.0,0.0,0.0,1.38,16.39,0.0,0.0,47,0.0,0.0,0.0,one,SR,1
0,220,1074,1024,0,32.8229,17.8723,6.7892,5.8813,0.0,1248,1213.0,817.0,0.0,-7.42,12.61,10.19,0.0,181,111.0,0.0,0.0,many,SR,2
0,224,3019,3018,0,41.6407,23.7568,7.6152,7.6152,0.0,1453,1179.0,1179.0,0.0,-8.62,13.27,13.27,0.0,9,0.0,0.0,0.0,many,SR,2
0,228,7798,1740,0,33.1511,18.44,6.2678,6.2678,0.0,1140,898.0,898.0,0.0,-7.61,10.88,10.88,0.0,78,0.0,0.0,0.0,many,SR,2
0,237,3268,3267,520,71.1167,40.9488,7.7524,7.7524,10.0959,1784,1208.0,1208.0,1784.0,-22.37,13.51,13.51,18.64,11,0.0,0.0,11.0,many,SR,3
0,243,4666,4665,0,51.9265,28.2689,9.9993,9.9993,0.0,2302,1736.0,1736.0,0.0,-8.76,18.3,18.3,0.0,318,0.0,0.0,0.0,many,SR,2
0,246,7621,541,0,34.6338,19.1987,6.0377,7.0186,0.0,1336,850.0,1336.0,0.0,-7.38,10.47,13.32,0.0,151,0.0,151.0,0.0,many,SR,2
