ID,num_users,num_riders,num_drivers,num_SR,num_RT,num_TR,num_matches,num_SR,num_RT,num_TR,num_1,num_2,num_3,Mr_ave,Mr_std,Md_ave,Md_std,Mu_ave,Mu_std,time_feasible,appr_obj,appr_time,appr_iter,appr_theta,appr_matches,appr_matched_r,appr_matched_d,appr_SR,appr_RT,appr_TR,appr_1,appr_2,appr_3,broken_ratio,broken,broken_r,broken_d,broken_min,broken_max,broken_ave,broken_std,r_min,r_max,r_ave,r_std,d_min,d_max,d_ave,d_std,revenue
31,10000,6667,3333,920,3728,2019,125748,125748,0,0,84949,31746,9053,26.33868306584671,42.95205983504626,37.72817281728173,71.64749719115883,30.1348,54.49547347220685,7.1684,78610.08739999977,1.0202,17,4923,2583,3900,2583,2583,0,0,1465,919,199,0.43,5,10,5,0.01,16.53,3.57,4.39,0.01,3.87,1.41,1.69,1.56,16.53,7.9,4.89,7334.044900000013
