ID,num_users,num_riders,num_drivers,num_SR,num_RT,num_TR,num_matches,num_SR,num_RT,num_TR,num_1,num_2,num_3,Mr_ave,Mr_std,Md_ave,Md_std,Mu_ave,Mu_std,time_feasible,appr_obj,appr_time,appr_iter,appr_theta,appr_matches,appr_matched_r,appr_matched_d,appr_SR,appr_RT,appr_TR,appr_1,appr_2,appr_3,broken_ratio,broken,broken_r,broken_d,broken_min,broken_max,broken_ave,broken_std,r_min,r_max,r_ave,r_std,d_min,d_max,d_ave,d_std
31,10000,6667,3333,920,3728,2019,1548179,144266,1036945,366968,845729,444938,257512,376.20233988300583,1553.7386744923015,464.5001500150015,764.363419793706,405.632,1343.8550974625202,11.0846,103207.85300000005,40.3224,55,10364,3154,4813,3154,2260,574,320,1821,1007,326,0.67,9,19,9,0.0,13.86,3.19,3.75,0.0,13.86,2.98,4.12,0.53,9.04,3.64,2.74
