ID,num_users,num_riders,num_drivers,num_SR,num_RT,num_TR,num_matches,num_SR,num_RT,num_TR,num_1,num_2,num_3,Mr_ave,Mr_std,Md_ave,Md_std,Mu_ave,Mu_std,time_feasible,appr_obj,appr_time,appr_iter,appr_theta,appr_matches,appr_matched_r,appr_matched_d,appr_SR,appr_RT,appr_TR,appr_1,appr_2,appr_3,broken_ratio,broken,broken_r,broken_d,broken_min,broken_max,broken_ave,broken_std,r_min,r_max,r_ave,r_std,d_min,d_max,d_ave,d_std,revenue
31,10000,6667,3333,920,3728,2019,133573,133573,0,0,92900,31620,9053,27.49347532623369,42.1766383971646,40.07590759075907,74.25920940618762,31.6872,55.309233914058154,6.9913,81589.92020000008,1.449,19,5348,2643,3890,2643,2643,0,0,1601,837,205,0.42,5,10,5,0.01,3.45,0.98,1.08,0.01,1.57,0.51,0.6,0.33,3.45,1.9,1.22,2955.749200000001
