ID,num_users,num_riders,num_drivers,num_SR,num_RT,num_TR,num_matches,num_SR,num_RT,num_TR,num_1,num_2,num_3,Mr_ave,Mr_std,Md_ave,Md_std,Mu_ave,Mu_std,time_feasible,appr_obj,appr_time,appr_iter,appr_theta,appr_matches,appr_matched_r,appr_matched_d,appr_SR,appr_RT,appr_TR,appr_1,appr_2,appr_3,broken_ratio,broken,broken_r,broken_d,broken_min,broken_max,broken_ave,broken_std,r_min,r_max,r_ave,r_std,d_min,d_max,d_ave,d_std,revenue
31,10000,6667,3333,920,3728,2019,144266,144266,0,0,103467,31746,9053,29.11624418779061,42.9346581140435,43.284128412841284,84.22529174241441,33.8384,60.315716736519015,6.9531,84728.41979999979,1.579,24,5012,2706,3986,2706,2706,0,0,1629,874,203,0.48,5,10,5,0.02,13.22,2.93,3.39,0.02,6.21,1.62,1.93,1.92,13.22,5.56,4.08,6425.152700000008
