eb9dd4095d9850e6287cefd813775a6c,1477964797,1477966507,104.09464,30.703971,104.08927,30.65085,3.54
387a742fa5a3fbe4a1f215ac58ea33a8,1477985585,1477987675,104.076509,30.76743,104.0637,30.58951,11.7
9cf55f8e6e02a1e0f792df06e5d85011,1478004952,1478006217,104.019699,30.689007,104.105324,30.66395,5.01
5feeae0307e15203484b9ffceef89855,1477989840,1477991065,104.03609,30.62269,104.04386,30.68232,4.22
ad4b52cb15b90c44c8f20a8b1e57a622,1477958005,1477958577,104.115997,30.652313,104.104421,30.695113,2.27
ad551eb23b72e2a77ae5e81e22f2dbd0,1477997663,1477998786,104.05933,30.67676,104.00017,30.67693,3.01
ad4b52cb15b90c44c8f20a8b1e57a622,1477958005,1477958577,104.115997,30.652313,104.104421,30.695113,2.27
db46d8931c1ac3f61d8278df67c2a365,1477958918,1477960167,104.108977,30.687676,104.04279,30.71717,4.97
908e7f068da5768c492ab69dbf81efda,1477960528,1477961815,104.037636,30.708862,104.0515,30.7663,4.9
2d48affae032a4ca29d220660732686d,1477962166,1477963634,104.054981,30.77018,104.073181,30.702131,4.61
eb9dd4095d9850e6287cefd813775a6c,1477964797,1477966507,104.09464,30.703971,104.08927,30.65085,3.54
1cbbba13df0a8e2bb618809b94407329,1477996654,1477997548,104.079033,30.652164,104.05876,30.67669,2.37
ad551eb23b72e2a77ae5e81e22f2dbd0,1477997663,1477998786,104.05933,30.67676,104.00017,30.67693,3.01
e48c52d65f29db1a612d9db3c1a29dc6,1477966147,1477967477,104.06053,30.72847,104.07964,30.65847,5.07
b793e18edef3694f417552069d5c6fc8,1477967857,1477969087,104.07764,30.658377,104.0791,30.60132,3.83
f8f9bc3d6753a9cc89256699b15d5fe9,1477942946,1477943889,104.027541,30.631678,104.06574,30.6901,5.23
8e31f08bc942a63f53a46e149f354dfa,1478007721,1478008626,104.08213,30.65376,104.09085,30.62086,2.34
d76426af74b69efc32c3c146a43f11c0,1477961471,1477962690,104.08863,30.69088,104.05563,30.67124,2.71
f78cfb7ef822ae67642d2952d94cdd77,1477963587,1477965143,104.05412,30.67206,104.066144,30.709336,3.01
5c33acbf7ed4cddd9e3eadf73518661b,1477958723,1477959461,104.07139,30.71631,104.05733,30.69925,2.13
7fdaadabbed8bc1370c2b6a40e3b6f29,1477959777,1477960656,104.045599,30.7055,104.06799,30.69441,2.45
d76426af74b69efc32c3c146a43f11c0,1477961471,1477962690,104.08863,30.69088,104.05563,30.67124,2.71
04c2c45d01c4239c6471daf34ac34313,1477944786,1477945355,104.05735,30.69389,104.0771,30.69025,1.79
815ba39849868f810421aa32e50a04d4,1478001315,1478002640,104.0919,30.68429,104.01137,30.6761,4.4
