rider_id,station_id,o_v,v_d
6,4,914,0
6,8,1982,0
6,11,1741,0
6,15,1789,0
6,26,2150,0
6,44,1925,0
6,45,2069,0
6,63,149,0
6,68,1223,0
6,79,2068,0
6,82,1475,0
6,89,708,0
6,95,1442,0
6,101,1292,0
6,136,2095,0
6,141,1895,0
6,143,659,0
6,153,2253,0
6,154,1083,0
6,160,1668,0
6,177,442,0
6,186,2054,0
6,196,893,0
6,221,697,0
6,222,297,0
6,246,1829,0
6,249,485,0
6,260,1548,0
6,263,1913,0
6,270,1637,0
6,274,2196,0
6,279,1931,0
6,284,944,0
7,50,447,0
10,50,384,0
10,85,764,0
11,35,0,665
11,150,0,285
12,19,1176,0
12,20,405,0
12,23,954,0
12,24,822,0
12,47,1338,0
12,76,663,0
12,93,601,0
12,96,1359,0
12,103,1367,0
12,104,1418,0
12,123,481,0
12,163,1010,0
12,174,717,0
12,187,822,0
12,190,1435,0
12,198,1058,0
12,200,583,0
12,201,606,0
12,204,425,0
12,211,629,0
12,235,356,0
12,241,1223,0
12,242,1144,0
12,268,1118,0
12,283,330,0
13,170,0,229
13,205,0,155
14,25,931,0
14,34,1009,0
14,42,967,0
14,121,824,0
14,184,671,0
14,197,1025,0
16,25,931,0
16,34,1009,0
16,42,967,0
16,121,824,0
16,184,671,0
16,197,1025,0
17,25,308,0
17,34,451,0
17,78,231,0
17,118,320,0
17,121,420,0
17,176,566,0
17,185,453,0
17,197,228,0
17,203,670,0
17,227,590,0
17,228,616,0
17,272,401,0
18,79,0,255
18,136,0,250
18,164,0,415
19,25,895,0
19,197,860,0
22,52,298,0
22,116,560,0
22,161,197,0
22,181,144,0
28,1,590,0
28,42,753,0
28,50,439,0
29,88,573,0
29,252,414,0
31,7,580,0
31,48,334,0
31,168,447,0
31,238,349,0
33,13,0,516
33,14,0,616
33,18,0,476
33,67,0,465
33,78,0,824
33,84,0,446
33,118,0,532
33,185,0,483
33,210,0,921
34,38,0,225
34,120,0,347
34,208,0,274
34,277,0,163
35,79,191,0
35,136,311,0
36,1,763,0
36,22,437,0
36,35,569,0
36,42,875,0
36,50,667,0
36,66,238,0
36,85,438,0
36,88,383,0
36,106,545,0
36,124,190,0
36,140,269,0
36,152,678,0
36,157,273,0
36,165,228,0
36,166,485,0
36,176,769,0
36,191,303,0
36,213,201,0
36,215,410,0
36,223,577,0
36,234,175,0
36,252,508,0
36,254,623,0
36,275,580,0
38,36,351,0
38,162,258,0
38,233,371,0
38,247,549,0
38,263,693,0
38,265,703,0
40,136,0,299
40,164,0,405
46,4,0,369
46,68,0,693
46,89,0,355
46,221,0,155
46,222,0,267
46,249,0,209
46,284,0,454
49,38,1126,0
49,121,1017,0
49,184,851,0
49,262,1057,0
50,32,340,0
50,86,340,0
50,127,222,0
50,147,660,0
50,150,509,0
50,170,468,0
50,182,653,0
50,205,606,0
50,224,387,0
52,233,371,0
54,191,277,0
55,117,0,277
55,140,0,237
55,191,0,546
55,213,0,393
55,234,0,177
55,281,0,395
59,2,684,0
59,8,1339,0
59,19,708,0
59,23,675,0
59,24,348,0
59,51,1162,0
59,61,691,0
59,76,584,0
59,87,789,0
59,93,347,0
59,113,1261,0
59,132,479,0
59,153,1075,0
59,163,1149,0
59,174,1145,0
59,178,1382,0
59,187,1179,0
59,188,1456,0
59,193,1478,0
59,198,157,0
59,200,646,0
59,201,836,0
59,204,968,0
59,212,975,0
59,240,960,0
59,241,561,0
59,242,401,0
59,268,1138,0
59,279,1349,0
60,16,0,603
60,28,0,570
60,67,0,859
60,84,0,1034
60,91,0,795
60,122,0,644
63,231,759,0
64,231,759,0
65,11,323,0
65,101,254,0
65,195,803,0
65,233,801,0
65,247,910,0
65,263,435,0
65,265,595,0
65,270,323,0
66,25,1118,0
66,42,985,0
66,184,797,0
69,25,837,0
69,34,886,0
69,42,795,0
69,121,702,0
69,184,535,0
69,197,959,0
71,9,0,829
71,19,0,387
71,36,0,483
71,52,0,818
71,64,0,602
71,98,0,830
71,113,0,864
71,116,0,772
71,134,0,322
71,162,0,764
71,181,0,829
71,212,0,534
71,233,0,711
71,240,0,297
71,241,0,267
71,242,0,396
71,247,0,762
71,266,0,994
73,52,391,0
73,64,224,0
73,116,148,0
73,181,603,0
73,212,170,0
73,266,434,0
75,1,1208,0
75,3,336,0
75,7,502,0
75,9,432,0
75,21,1064,0
75,22,634,0
75,35,802,0
75,43,961,0
75,49,203,0
75,50,1077,0
75,52,693,0
75,66,682,0
75,69,237,0
75,72,535,0
75,75,664,0
75,85,612,0
75,88,829,0
75,106,527,0
75,112,463,0
75,117,151,0
75,120,828,0
75,124,589,0
75,140,270,0
75,147,840,0
75,150,1021,0
75,157,722,0
75,161,329,0
75,165,448,0
75,166,286,0
75,175,343,0
75,181,472,0
75,182,850,0
75,191,614,0
75,195,461,0
75,208,870,0
75,213,462,0
75,215,395,0
75,223,226,0
75,234,281,0
75,243,289,0
75,247,570,0
75,248,466,0
75,252,917,0
75,254,712,0
75,265,669,0
75,266,787,0
75,273,922,0
75,281,245,0
78,13,491,0
78,14,318,0
78,18,291,0
78,25,683,0
78,27,515,0
78,31,768,0
78,42,1049,0
78,78,385,0
78,84,517,0
78,109,962,0
78,118,255,0
78,151,858,0
78,176,860,0
78,185,346,0
78,197,544,0
78,203,786,0
78,210,606,0
78,227,670,0
78,228,816,0
78,272,291,0
79,13,491,0
79,14,318,0
79,18,291,0
79,25,683,0
79,27,515,0
79,31,768,0
79,42,1049,0
79,78,385,0
79,84,517,0
79,109,962,0
79,118,255,0
79,151,858,0
79,176,860,0
79,185,346,0
79,197,544,0
79,203,786,0
79,210,606,0
79,227,670,0
79,228,816,0
79,272,291,0
84,117,204,0
84,140,253,0
84,166,317,0
84,215,403,0
84,223,281,0
84,234,238,0
87,43,0,402
87,51,0,636
87,52,0,173
87,64,0,420
87,113,0,542
87,116,0,419
87,161,0,342
87,181,0,207
87,266,0,229
87,273,0,361
87,281,0,457
88,2,0,267
88,8,0,933
88,15,0,1075
88,19,0,612
88,23,0,746
88,36,0,862
88,64,0,1004
88,87,0,312
88,98,0,1176
88,134,0,746
88,153,0,596
88,162,0,1034
88,198,0,328
88,212,0,864
88,233,0,1057
88,240,0,710
88,241,0,366
88,242,0,268
88,279,0,884
89,5,0,2324
89,6,0,2501
89,17,0,552
89,74,0,2248
89,94,0,2071
89,107,0,1375
89,125,0,2396
89,142,0,1088
89,171,0,1718
89,189,0,687
89,225,0,1235
89,278,0,2212
89,282,0,882
90,92,0,248
90,175,0,619
90,243,0,764
90,246,0,261
90,248,0,525
90,257,0,380
91,94,0,703
91,171,0,454
91,278,0,820
96,1,1091,0
96,25,1227,0
96,38,1147,0
96,42,1066,0
96,50,1180,0
96,114,1090,0
96,262,1066,0
97,3,0,290
97,195,0,422
97,223,0,215
97,281,0,206
98,31,666,0
98,109,560,0
98,151,792,0
98,203,936,0
98,206,222,0
98,210,549,0
98,227,860,0
99,38,149,0
99,120,533,0
99,208,448,0
99,277,301,0
103,15,376,0
103,36,357,0
103,98,420,0
103,162,200,0
103,233,338,0
103,247,524,0
103,265,650,0
104,50,0,202
104,180,0,527
105,50,0,202
105,180,0,527
108,68,872,0
109,66,0,341
109,157,0,352
109,191,0,507
111,1,1304,0
111,25,1303,0
111,42,1234,0
111,114,1428,0
111,121,1167,0
111,184,998,0
111,197,1422,0
112,20,521,0
112,23,1374,0
112,29,191,0
112,47,756,0
112,53,1065,0
112,59,1324,0
112,73,775,0
112,76,1191,0
112,90,728,0
112,96,861,0
112,97,1074,0
112,99,1280,0
112,102,585,0
112,103,674,0
112,104,725,0
112,105,360,0
112,144,263,0
112,156,506,0
112,163,1022,0
112,174,691,0
112,187,759,0
112,188,993,0
112,190,606,0
112,193,876,0
112,204,728,0
112,207,914,0
112,211,969,0
112,217,601,0
112,219,651,0
112,235,800,0
112,250,859,0
112,268,1177,0
112,283,604,0
115,4,1097,0
115,15,1657,0
115,63,555,0
115,68,1522,0
115,89,1154,0
115,101,1455,0
115,177,629,0
115,221,1002,0
115,222,635,0
115,249,921,0
115,284,1306,0
117,34,550,0
117,88,273,0
117,124,359,0
117,157,223,0
117,176,490,0
117,228,629,0
117,252,446,0
117,275,628,0
120,3,0,1091
120,4,0,685
120,10,0,639
120,11,0,390
120,15,0,1111
120,39,0,744
120,48,0,794
120,72,0,721
120,92,0,452
120,95,0,196
120,98,0,979
120,101,0,369
120,112,0,949
120,160,0,164
120,162,0,1044
120,164,0,748
120,168,0,1014
120,175,0,954
120,195,0,891
120,233,0,1091
120,238,0,922
120,246,0,292
120,247,0,1122
120,248,0,843
120,257,0,671
120,260,0,151
120,263,0,640
120,265,0,740
120,270,0,245
127,213,233,0
129,1,398,0
129,7,942,0
129,42,372,0
129,50,531,0
129,66,361,0
129,69,1156,0
129,85,851,0
129,88,215,0
129,112,1089,0
129,120,511,0
129,124,559,0
129,157,390,0
129,165,745,0
129,168,1021,0
129,208,629,0
129,238,1141,0
129,243,995,0
129,252,204,0
130,85,0,162
131,85,640,0
133,20,1029,0
133,29,464,0
133,47,975,0
133,54,746,0
133,56,511,0
133,59,797,0
133,73,248,0
133,76,1735,0
133,77,592,0
133,90,1094,0
133,96,1112,0
133,97,1155,0
133,102,935,0
133,103,816,0
133,104,843,0
133,105,737,0
133,108,457,0
133,129,898,0
133,137,767,0
133,144,290,0
133,155,938,0
133,156,227,0
133,174,1203,0
133,187,1247,0
133,188,1367,0
133,190,575,0
133,193,1246,0
133,204,1279,0
133,207,362,0
133,211,1506,0
133,217,419,0
133,219,284,0
133,236,714,0
133,250,1003,0
133,251,831,0
133,256,762,0
133,276,862,0
133,280,930,0
133,283,1151,0
137,66,149,0
137,140,350,0
137,191,283,0
137,215,467,0
137,234,269,0
139,11,0,703
139,270,0,721
140,25,0,981
140,38,0,1113
140,118,0,1221
140,121,0,830
140,184,0,661
140,197,0,1118
141,18,0,417
141,78,0,809
141,84,0,364
141,118,0,560
141,185,0,530
142,39,394,0
142,164,278,0
143,16,601,0
143,67,832,0
143,84,1005,0
145,35,666,0
145,66,394,0
145,88,247,0
145,191,561,0
145,252,274,0
145,275,450,0
146,26,0,651
146,40,0,472
146,79,0,816
146,110,0,338
146,186,0,763
146,261,0,293
149,14,0,393
149,18,0,369
149,27,0,218
149,31,0,592
149,78,0,786
149,84,0,318
149,109,0,580
149,151,0,727
149,183,0,202
149,203,0,829
149,206,0,324
149,210,0,429
149,224,0,1195
149,227,0,735
151,21,0,715
151,31,0,296
151,32,0,297
151,78,0,751
151,109,0,206
151,127,0,372
151,128,0,489
151,150,0,867
151,151,0,414
151,152,0,652
151,170,0,417
151,183,0,172
151,203,0,579
151,205,0,523
151,210,0,256
151,224,0,858
151,227,0,526
151,228,0,740
151,252,0,919
151,275,0,766
152,160,458,0
152,260,404,0
154,1,0,717
154,22,0,427
154,35,0,547
154,42,0,824
154,152,0,649
154,191,0,280
154,213,0,205
154,275,0,540
155,5,904,0
155,6,1047,0
155,17,907,0
155,26,1599,0
155,40,1443,0
155,74,889,0
155,79,1897,0
155,94,852,0
155,107,273,0
155,110,1330,0
155,114,1418,0
155,125,949,0
155,142,371,0
155,171,497,0
155,186,1801,0
155,189,776,0
155,225,265,0
155,261,1189,0
155,262,1829,0
155,278,1015,0
155,282,605,0
156,5,904,0
156,6,1047,0
156,17,907,0
156,26,1599,0
156,40,1443,0
156,74,889,0
156,79,1897,0
156,94,852,0
156,107,273,0
156,110,1330,0
156,114,1418,0
156,125,949,0
156,142,371,0
156,171,497,0
156,186,1801,0
156,189,776,0
156,225,265,0
156,261,1189,0
156,262,1829,0
156,278,1015,0
156,282,605,0
158,78,0,1104
158,118,0,876
158,185,0,850
160,5,532,0
160,6,799,0
160,26,1090,0
160,40,1103,0
160,74,572,0
160,94,1534,0
160,110,1131,0
160,125,552,0
160,171,1530,0
160,186,1329,0
160,261,1056,0
160,278,1597,0
161,8,494,0
161,15,594,0
161,36,721,0
161,64,1184,0
161,87,270,0
161,98,913,0
161,116,1368,0
161,134,728,0
161,153,190,0
161,162,697,0
161,233,815,0
161,240,889,0
161,241,747,0
161,247,978,0
161,279,374,0
167,39,496,0
167,48,627,0
167,164,370,0
168,94,0,742
168,107,0,275
168,142,0,545
168,171,0,424
168,225,0,369
168,278,0,879
171,2,0,305
171,8,0,675
171,15,0,1098
171,44,0,883
171,87,0,587
171,153,0,723
171,279,0,817
172,6,665,0
172,26,467,0
172,40,581,0
172,79,810,0
172,110,686,0
172,125,787,0
172,186,650,0
172,261,714,0
176,19,1095,0
176,20,373,0
176,23,864,0
176,24,772,0
176,47,1217,0
176,53,1300,0
176,76,580,0
176,90,989,0
176,93,633,0
176,96,1235,0
176,102,969,0
176,103,1254,0
176,104,1304,0
176,123,584,0
176,163,884,0
176,174,588,0
176,187,694,0
176,188,1097,0
176,190,1335,0
176,193,1042,0
176,200,674,0
176,201,719,0
176,204,296,0
176,211,514,0
176,235,425,0
176,241,1164,0
176,242,1101,0
176,268,997,0
176,283,232,0
182,1,1060,0
182,3,474,0
182,7,393,0
182,9,578,0
182,10,670,0
182,11,1034,0
182,15,1488,0
182,19,1442,0
182,21,1075,0
182,22,579,0
182,23,1614,0
182,24,1872,0
182,31,1284,0
182,35,745,0
182,36,971,0
182,38,1100,0
182,39,950,0
182,43,1030,0
182,48,806,0
182,49,318,0
182,50,927,0
182,51,1277,0
182,52,794,0
182,64,997,0
182,66,551,0
182,69,270,0
182,72,552,0
182,75,684,0
182,85,483,0
182,87,1574,0
182,88,697,0
182,92,846,0
182,95,1329,0
182,98,842,0
182,101,1479,0
182,106,536,0
182,112,398,0
182,113,1186,0
182,116,1055,0
182,117,265,0
182,120,678,0
182,124,439,0
182,134,1040,0
182,140,211,0
182,147,836,0
182,150,1054,0
182,151,1149,0
182,152,880,0
182,153,1503,0
182,157,576,0
182,160,1196,0
182,161,466,0
182,162,1089,0
182,164,1133,0
182,165,302,0
182,166,338,0
182,168,531,0
182,170,1150,0
182,175,323,0
182,176,1080,0
182,178,1367,0
182,180,732,0
182,181,593,0
182,182,878,0
182,191,523,0
182,195,568,0
182,203,1116,0
182,205,1012,0
182,208,723,0
182,211,1934,0
182,212,1238,0
182,213,369,0
182,215,386,0
182,223,342,0
182,224,1249,0
182,227,1235,0
182,228,1067,0
182,231,993,0
182,233,899,0
182,234,156,0
182,238,663,0
182,240,1152,0
182,241,1549,0
182,242,1713,0
182,243,211,0
182,246,1020,0
182,247,714,0
182,248,445,0
182,252,803,0
182,254,697,0
182,257,620,0
182,263,921,0
182,265,767,0
182,266,858,0
182,270,1132,0
182,273,1004,0
182,275,835,0
182,277,866,0
182,281,393,0
184,3,0,400
184,22,0,568
184,35,0,737
184,49,0,270
184,52,0,684
184,64,0,882
184,66,0,619
184,69,0,288
184,75,0,616
184,85,0,598
184,106,0,475
184,117,0,149
184,140,0,202
184,147,0,786
184,161,0,351
184,165,0,417
184,166,0,246
184,181,0,477
184,191,0,546
184,213,0,395
184,215,0,336
184,223,0,227
184,234,0,221
184,243,0,300
184,254,0,654
184,266,0,761
184,281,0,287
185,42,481,0
186,50,442,0
186,88,198,0
186,124,505,0
186,157,335,0
186,165,694,0
186,252,263,0
187,39,0,324
187,48,0,437
187,164,0,269
189,39,0,324
189,48,0,437
189,164,0,269
193,52,686,0
193,161,360,0
193,181,483,0
193,266,758,0
193,281,300,0
194,31,0,779
194,32,0,581
194,86,0,876
194,99,0,477
194,109,0,593
194,127,0,384
194,128,0,321
194,150,0,1052
194,151,0,887
194,170,0,774
194,205,0,918
194,206,0,287
194,210,0,715
194,224,0,949
195,78,0,606
195,118,0,380
195,185,0,390
197,11,0,744
197,68,0,156
197,92,0,918
197,95,0,415
197,101,0,353
197,160,0,595
197,246,0,755
197,260,0,479
197,263,0,971
197,270,0,611
197,284,0,196
203,66,283,0
203,120,657,0
203,157,442,0
203,191,170,0
205,1,0,910
205,50,0,960
207,1,0,405
207,34,0,792
207,38,0,364
207,42,0,534
207,88,0,838
207,120,0,600
207,121,0,739
207,124,0,846
207,157,0,774
207,176,0,874
207,184,0,682
207,208,0,555
207,252,0,980
207,277,0,451
208,1,0,405
208,34,0,792
208,38,0,364
208,42,0,534
208,88,0,838
208,120,0,600
208,121,0,739
208,124,0,846
208,157,0,774
208,176,0,874
208,184,0,682
208,208,0,555
208,252,0,980
208,277,0,451
212,14,443,0
212,16,551,0
212,18,358,0
212,27,329,0
212,31,742,0
212,32,821,0
212,67,270,0
212,78,847,0
212,84,187,0
212,109,744,0
212,118,891,0
212,127,777,0
212,128,806,0
212,150,1391,0
212,151,877,0
212,170,955,0
212,183,365,0
212,185,943,0
212,205,1051,0
212,206,474,0
212,210,566,0
212,224,1351,0
212,227,857,0
212,272,628,0
213,79,590,0
213,136,675,0
214,7,559,0
214,11,612,0
214,39,250,0
214,48,235,0
214,92,186,0
214,168,462,0
214,238,355,0
214,248,414,0
214,257,265,0
214,263,743,0
216,2,1721,0
216,8,2222,0
216,20,1373,0
216,23,1709,0
216,24,1409,0
216,29,2077,0
216,37,199,0
216,41,2281,0
216,44,2306,0
216,45,2470,0
216,47,2397,0
216,61,604,0
216,71,1821,0
216,73,2594,0
216,76,1459,0
216,81,1137,0
216,90,2167,0
216,93,925,0
216,102,2148,0
216,103,2423,0
216,104,2475,0
216,105,2058,0
216,108,2204,0
216,111,1493,0
216,123,934,0
216,132,895,0
216,141,2389,0
216,144,2116,0
216,156,2166,0
216,163,1985,0
216,172,337,0
216,174,1756,0
216,187,1852,0
216,190,2469,0
216,198,1300,0
216,199,183,0
216,200,610,0
216,201,473,0
216,202,462,0
216,204,1464,0
216,211,1570,0
216,217,2492,0
216,219,2530,0
216,235,1099,0
216,241,1738,0
216,242,1583,0
216,269,718,0
216,271,381,0
216,274,2598,0
216,283,1385,0
220,7,1292,0
220,26,472,0
220,38,919,0
220,39,810,0
220,40,375,0
220,48,924,0
220,50,1315,0
220,72,1412,0
220,79,415,0
220,85,1231,0
220,92,1210,0
220,110,349,0
220,112,1321,0
220,114,589,0
220,120,1363,0
220,124,1493,0
220,136,495,0
220,140,1846,0
220,160,1177,0
220,164,665,0
220,165,1452,0
220,168,1154,0
220,175,1465,0
220,180,1033,0
220,186,428,0
220,208,1235,0
220,213,1859,0
220,231,767,0
220,234,1716,0
220,238,1029,0
220,243,1492,0
220,246,1181,0
220,248,1368,0
220,257,1282,0
220,261,469,0
220,262,749,0
220,277,1096,0
222,3,0,907
222,9,0,859
222,10,0,843
222,11,0,648
222,15,0,159
222,22,0,1833
222,36,0,682
222,49,0,1042
222,52,0,1416
222,64,0,1348
222,69,0,1126
222,72,0,1018
222,82,0,322
222,92,0,1057
222,95,0,798
222,98,0,535
222,112,0,1298
222,117,0,1257
222,134,0,852
222,140,0,1501
222,147,0,1920
222,160,0,1082
222,161,0,1144
222,162,0,330
222,166,0,1405
222,175,0,1182
222,195,0,795
222,213,0,1698
222,223,0,1248
222,233,0,537
222,234,0,1513
222,243,0,1307
222,246,0,1055
222,247,0,719
222,248,0,1162
222,254,0,1835
222,257,0,1103
222,263,0,518
222,265,0,624
222,266,0,1619
222,270,0,745
222,279,0,458
222,281,0,1086
223,3,0,907
223,9,0,859
223,10,0,843
223,11,0,648
223,15,0,159
223,22,0,1833
223,36,0,682
223,49,0,1042
223,52,0,1416
223,64,0,1348
223,69,0,1126
223,72,0,1018
223,82,0,322
223,92,0,1057
223,95,0,798
223,98,0,535
223,112,0,1298
223,117,0,1257
223,134,0,852
223,140,0,1501
223,147,0,1920
223,160,0,1082
223,161,0,1144
223,162,0,330
223,166,0,1405
223,175,0,1182
223,195,0,795
223,213,0,1698
223,223,0,1248
223,233,0,537
223,234,0,1513
223,243,0,1307
223,246,0,1055
223,247,0,719
223,248,0,1162
223,254,0,1835
223,257,0,1103
223,263,0,518
223,265,0,624
223,266,0,1619
223,270,0,745
223,279,0,458
223,281,0,1086
224,10,1195,0
224,11,1032,0
224,39,846,0
224,48,977,0
224,68,564,0
224,79,536,0
224,92,890,0
224,101,894,0
224,136,578,0
224,160,592,0
224,164,708,0
224,186,551,0
224,231,1265,0
224,238,1147,0
224,246,737,0
224,257,1100,0
224,260,501,0
224,263,1278,0
224,270,891,0
224,284,655,0
226,39,399,0
226,48,530,0
226,92,527,0
226,136,297,0
226,160,387,0
226,164,284,0
226,246,428,0
227,79,759,0
227,186,618,0
231,3,0,1397
231,9,0,1338
231,19,0,957
231,21,0,448
231,22,0,984
231,23,0,885
231,32,0,747
231,35,0,951
231,36,0,1383
231,43,0,354
231,49,0,1426
231,51,0,442
231,52,0,686
231,53,0,331
231,64,0,720
231,66,0,1397
231,69,0,1536
231,75,0,701
231,86,0,186
231,88,0,1460
231,90,0,589
231,96,0,568
231,98,0,1617
231,99,0,682
231,102,0,744
231,106,0,847
231,113,0,395
231,116,0,523
231,117,0,1159
231,124,0,1568
231,127,0,727
231,128,0,738
231,134,0,1232
231,140,0,1182
231,147,0,656
231,150,0,350
231,151,0,1058
231,152,0,977
231,157,0,1556
231,161,0,1085
231,163,0,486
231,166,0,1027
231,170,0,754
231,173,0,363
231,178,0,176
231,181,0,923
231,182,0,513
231,187,0,690
231,188,0,324
231,191,0,1153
231,193,0,439
231,195,0,1598
231,205,0,820
231,212,0,725
231,213,0,1185
231,215,0,997
231,223,0,1097
231,224,0,199
231,233,0,1555
231,234,0,1311
231,240,0,981
231,247,0,1426
231,252,0,1339
231,254,0,779
231,266,0,524
231,268,0,427
231,273,0,431
231,275,0,1165
231,281,0,1207
239,39,0,210
239,48,0,216
239,164,0,334
244,88,0,146
245,11,811,0
245,39,576,0
245,48,698,0
245,79,499,0
245,92,607,0
245,95,651,0
245,101,794,0
245,136,429,0
245,160,353,0
245,164,467,0
245,238,866,0
245,246,465,0
245,260,316,0
245,270,685,0
246,9,0,1026
246,10,0,481
246,72,0,425
247,2,1302,0
247,8,1728,0
247,24,1241,0
247,37,342,0
247,61,240,0
247,76,1388,0
247,93,822,0
247,111,966,0
247,132,491,0
247,198,992,0
247,199,490,0
247,200,655,0
247,201,672,0
247,202,926,0
247,204,1561,0
247,242,1308,0
247,271,243,0
252,3,299,0
252,9,423,0
252,49,230,0
252,69,199,0
252,117,517,0
252,161,577,0
252,195,186,0
252,223,564,0
252,265,323,0
252,281,451,0
253,233,221,0
253,247,404,0
255,1,0,1107
255,13,0,501
255,14,0,362
255,18,0,387
255,25,0,553
255,27,0,568
255,31,0,745
255,32,0,1086
255,34,0,683
255,35,0,1178
255,42,0,919
255,78,0,278
255,109,0,964
255,118,0,214
255,121,0,686
255,151,0,817
255,152,0,1045
255,170,0,1087
255,176,0,747
255,184,0,773
255,185,0,344
255,197,0,420
255,203,0,716
255,205,0,1082
255,210,0,607
255,227,0,607
255,228,0,724
255,252,0,988
255,272,0,260
255,275,0,984
263,4,1708,0
263,63,791,0
263,89,1293,0
263,143,634,0
263,154,806,0
263,177,678,0
263,196,701,0
263,221,1446,0
263,222,1145,0
263,249,1177,0
263,284,1578,0
265,79,277,0
265,136,406,0
265,186,253,0
266,32,0,598
266,99,0,705
266,109,0,560
266,127,0,492
266,128,0,498
266,183,0,271
266,206,0,222
266,210,0,551
267,160,0,441
267,246,0,549
267,260,0,398
269,4,278,0
269,10,1047,0
269,11,685,0
269,15,747,0
269,68,588,0
269,82,463,0
269,92,1051,0
269,95,500,0
269,101,316,0
269,160,851,0
269,162,956,0
269,233,1120,0
269,246,941,0
269,260,797,0
269,263,805,0
269,265,966,0
269,270,635,0
269,284,641,0
270,5,532,0
270,6,770,0
270,26,1047,0
270,40,1063,0
270,74,588,0
270,94,1512,0
270,110,1093,0
270,125,539,0
270,171,1519,0
270,186,1285,0
270,261,1022,0
270,278,1571,0
274,8,0,500
274,15,0,243
274,82,0,536
274,153,0,256
274,161,0,1227
274,181,0,1275
274,263,0,835
274,279,0,162
274,281,0,1205
276,1,1101,0
276,3,726,0
276,7,214,0
276,9,859,0
276,10,501,0
276,11,797,0
276,22,1068,0
276,38,832,0
276,39,410,0
276,43,1565,0
276,48,267,0
276,49,579,0
276,50,880,0
276,66,849,0
276,69,419,0
276,72,327,0
276,75,1223,0
276,85,306,0
276,88,957,0
276,92,430,0
276,106,1074,0
276,112,146,0
276,117,761,0
276,120,690,0
276,124,596,0
276,140,737,0
276,157,760,0
276,161,915,0
276,165,434,0
276,166,874,0
276,168,146,0
276,175,287,0
276,180,450,0
276,181,1074,0
276,191,957,0
276,195,649,0
276,208,634,0
276,213,827,0
276,215,922,0
276,223,835,0
276,231,604,0
276,234,625,0
276,238,161,0
276,243,331,0
276,247,935,0
276,248,210,0
276,254,1220,0
276,257,253,0
276,263,826,0
276,265,735,0
276,273,1531,0
276,277,683,0
276,281,798,0
278,25,0,480
278,42,0,292
278,197,0,571
279,5,454,0
279,6,679,0
279,26,984,0
279,40,988,0
279,74,534,0
279,110,1013,0
279,125,449,0
279,261,936,0
283,36,587,0
283,134,462,0
284,10,0,847
284,68,0,563
284,92,0,874
284,160,0,718
284,246,0,781
284,260,0,692
286,3,432,0
286,7,450,0
286,9,529,0
286,10,672,0
286,11,1032,0
286,48,854,0
286,49,288,0
286,66,586,0
286,69,273,0
286,72,567,0
286,85,545,0
286,88,733,0
286,92,870,0
286,95,1335,0
286,98,805,0
286,101,1479,0
286,106,501,0
286,112,442,0
286,117,203,0
286,120,735,0
286,124,494,0
286,140,198,0
286,157,624,0
286,160,1218,0
286,161,404,0
286,165,364,0
286,166,287,0
286,168,587,0
286,175,349,0
286,180,794,0
286,181,531,0
286,191,532,0
286,195,544,0
286,208,783,0
286,213,379,0
286,215,356,0
286,223,280,0
286,234,185,0
286,238,716,0
286,243,256,0
286,246,1042,0
286,247,668,0
286,248,474,0
286,252,827,0
286,257,646,0
286,260,1350,0
286,263,905,0
286,265,748,0
286,270,1137,0
286,281,335,0
287,19,397,0
287,23,399,0
287,24,162,0
287,113,961,0
287,212,665,0
287,240,659,0
287,241,281,0
287,242,171,0
288,20,1288,0
288,24,1321,0
288,37,230,0
288,61,560,0
288,76,1365,0
288,93,836,0
288,123,865,0
288,132,843,0
288,172,430,0
288,198,1226,0
288,199,270,0
288,200,517,0
288,201,378,0
288,202,538,0
288,204,1370,0
288,235,1020,0
288,269,802,0
288,271,339,0
288,283,1294,0
296,38,540,0
296,114,144,0
296,262,287,0
296,277,782,0
296,278,541,0
297,25,888,0
297,42,841,0
297,121,753,0
297,184,585,0
297,197,1010,0
299,2,0,312
299,3,0,1222
299,4,0,1611
299,7,0,1916
299,8,0,494
299,9,0,1108
299,10,0,1398
299,11,0,1321
299,15,0,594
299,19,0,963
299,23,0,1166
299,24,0,1065
299,36,0,721
299,39,0,2108
299,43,0,1622
299,44,0,890
299,45,0,1458
299,48,0,2037
299,49,0,1393
299,51,0,1428
299,52,0,1366
299,53,0,2124
299,61,0,1437
299,64,0,1184
299,68,0,1803
299,69,0,1533
299,72,0,1548
299,76,0,1321
299,82,0,876
299,87,0,270
299,92,0,1683
299,93,0,1323
299,95,0,1511
299,98,0,913
299,101,0,1453
299,106,0,1749
299,111,0,931
299,112,0,1779
299,113,0,1470
299,116,0,1368
299,117,0,1486
299,132,0,1140
299,134,0,728
299,140,0,1752
299,141,0,1059
299,153,0,190
299,160,0,1774
299,161,0,1299
299,162,0,697
299,163,0,1667
299,166,0,1582
299,168,0,1983
299,174,0,1854
299,175,0,1633
299,178,0,1709
299,181,0,1302
299,187,0,1834
299,188,0,1933
299,193,0,2009
299,195,0,1224
299,198,0,819
299,200,0,1599
299,204,0,1793
299,211,0,1544
299,212,0,1141
299,215,0,1740
299,223,0,1440
299,233,0,815
299,238,0,2023
299,240,0,889
299,241,0,747
299,242,0,738
299,243,0,1720
299,246,0,1720
299,247,0,978
299,248,0,1661
299,257,0,1663
