rider_id,station_id,o_v,v_d
5965,247,0,170
5965,281,0,405
5966,203,0,573
5966,227,0,654
5966,275,0,457
5970,4,2871,0
5970,5,227,0
5970,6,658,0
5970,17,1568,0
5970,26,1225,0
5970,39,2189,0
5970,40,1128,0
5970,68,2477,0
5970,74,185,0
5970,79,1610,0
5970,94,1065,0
5970,95,2695,0
5970,101,2807,0
5970,107,948,0
5970,110,1068,0
5970,114,1545,0
5970,125,353,0
5970,136,1797,0
5970,142,1044,0
5970,160,2404,0
5970,164,2023,0
5970,171,919,0
5970,186,1471,0
5970,189,1424,0
5970,221,2761,0
5970,225,980,0
5970,246,2469,0
5970,260,2367,0
5970,261,931,0
5970,262,1938,0
5970,270,2740,0
5970,278,1185,0
5970,282,1225,0
5970,284,2487,0
5972,6,1464,0
5972,17,865,0
5972,94,827,0
5972,107,466,0
5972,110,1566,0
5972,142,683,0
5972,171,569,0
5972,189,840,0
5972,225,537,0
5972,261,1462,0
5972,278,943,0
5972,282,840,0
5973,1,0,315
5973,22,0,789
5973,25,0,337
5973,31,0,806
5973,34,0,192
5973,35,0,744
5973,42,0,228
5973,50,0,511
5973,66,0,505
5973,75,0,1111
5973,78,0,596
5973,85,0,935
5973,88,0,357
5973,106,0,1042
5973,120,0,564
5973,124,0,668
5973,140,0,953
5973,151,0,729
5973,152,0,703
5973,157,0,498
5973,165,0,857
5973,176,0,158
5973,180,0,924
5973,191,0,662
5973,203,0,523
5973,208,0,667
5973,213,0,766
5973,215,0,990
5973,227,0,570
5973,228,0,359
5973,234,0,904
5973,252,0,357
5973,254,0,963
5973,275,0,515
5973,277,0,752
5976,1,502,0
5976,3,1631,0
5976,7,926,0
5976,9,1758,0
5976,10,1512,0
5976,11,1787,0
5976,13,1786,0
5976,14,1754,0
5976,18,1879,0
5976,22,1340,0
5976,25,1025,0
5976,31,1612,0
5976,34,920,0
5976,35,1386,0
5976,36,2155,0
5976,38,202,0
5976,39,1011,0
5976,42,663,0
5976,48,967,0
5976,49,1459,0
5976,50,367,0
5976,66,927,0
5976,69,1310,0
5976,72,1337,0
5976,75,1649,0
5976,78,1362,0
5976,79,1286,0
5976,85,783,0
5976,88,874,0
5976,92,1371,0
5976,94,1238,0
5976,98,1935,0
5976,106,1525,0
5976,112,1069,0
5976,114,691,0
5976,117,1472,0
5976,118,1601,0
5976,120,570,0
5976,121,887,0
5976,124,810,0
5976,134,2248,0
5976,136,1169,0
5976,140,1263,0
5976,147,1669,0
5976,151,1518,0
5976,152,1411,0
5976,153,2652,0
5976,157,771,0
5976,160,1594,0
5976,161,1679,0
5976,164,1066,0
5976,165,911,0
5976,166,1479,0
5976,168,874,0
5976,175,1209,0
5976,176,976,0
5976,180,562,0
5976,181,1787,0
5976,184,844,0
5976,185,1701,0
5976,191,1172,0
5976,195,1621,0
5976,197,1179,0
5976,203,1327,0
5976,205,1607,0
5976,208,492,0
5976,210,1695,0
5976,213,1169,0
5976,215,1405,0
5976,223,1546,0
5976,227,1386,0
5976,228,1165,0
5976,231,503,0
5976,233,2027,0
5976,234,1144,0
5976,238,885,0
5976,243,1126,0
5976,246,1476,0
5976,247,1870,0
5976,248,1199,0
5976,252,1036,0
5976,254,1545,0
5976,257,1258,0
5976,262,313,0
5976,263,1838,0
5976,265,1741,0
5976,270,1787,0
5976,272,1572,0
5976,275,1222,0
5976,277,353,0
5976,278,1083,0
5976,281,1605,0
5977,36,366,0
5982,9,554,0
5982,117,285,0
5982,161,262,0
5982,166,182,0
5982,181,193,0
5982,223,225,0
5982,233,866,0
5982,247,685,0
5982,281,360,0
5983,10,1116,0
5983,11,1044,0
5983,39,614,0
5983,48,757,0
5983,68,754,0
5983,79,272,0
5983,92,786,0
5983,101,1031,0
5983,136,287,0
5983,160,588,0
5983,164,451,0
5983,168,1068,0
5983,180,1142,0
5983,186,353,0
5983,231,986,0
5983,238,926,0
5983,246,672,0
5983,257,962,0
5983,260,558,0
5983,263,1271,0
5983,270,924,0
5986,1,1926,0
5986,5,980,0
5986,6,775,0
5986,26,1175,0
5986,38,1450,0
5986,40,997,0
5986,42,2044,0
5986,74,1097,0
5986,79,1380,0
5986,94,214,0
5986,107,542,0
5986,110,864,0
5986,114,780,0
5986,121,2201,0
5986,125,918,0
5986,136,1487,0
5986,142,916,0
5986,171,177,0
5986,184,2084,0
5986,186,1320,0
5986,225,711,0
5986,231,1500,0
5986,261,754,0
5986,262,1192,0
5986,278,377,0
5988,3,280,0
5988,9,147,0
5988,49,439,0
5988,161,311,0
5988,181,386,0
5988,195,419,0
5988,223,442,0
5988,247,164,0
5988,281,307,0
5989,22,0,747
5989,66,0,360
5989,88,0,254
5989,120,0,289
5989,157,0,275
5989,191,0,588
5989,208,0,393
5992,1,1042,0
5992,38,632,0
5992,50,941,0
5992,114,261,0
5992,120,1132,0
5992,180,1009,0
5992,208,1036,0
5992,231,802,0
5992,262,399,0
5992,277,875,0
5995,1,0,398
5995,7,0,1319
5995,25,0,501
5995,31,0,1260
5995,34,0,476
5995,38,0,827
5995,42,0,305
5995,50,0,596
5995,66,0,961
5995,78,0,838
5995,85,0,1183
5995,88,0,829
5995,120,0,813
5995,121,0,335
5995,124,0,1022
5995,151,0,1212
5995,157,0,882
5995,165,0,1198
5995,168,0,1330
5995,176,0,642
5995,180,0,1056
5995,184,0,216
5995,203,0,1000
5995,208,0,843
5995,227,0,1007
5995,228,0,846
5995,252,0,880
5995,262,0,938
5995,275,0,1041
5995,277,0,820
5996,197,0,584
5999,25,435,0
5999,42,297,0
5999,176,195,0
5999,197,517,0
5999,228,357,0
6001,1,609,0
6001,38,416,0
6001,42,719,0
6001,50,556,0
6001,85,1020,0
6001,120,785,0
6001,180,797,0
6001,208,721,0
6001,231,704,0
6001,262,384,0
6001,277,589,0
6005,50,366,0
6005,85,782,0
6011,1,855,0
6011,25,775,0
6011,42,744,0
6012,5,418,0
6012,6,378,0
6012,26,698,0
6012,40,679,0
6012,74,601,0
6012,79,1107,0
6012,89,1872,0
6012,94,1146,0
6012,110,695,0
6012,114,1420,0
6012,125,304,0
6012,186,948,0
6012,261,619,0
6012,278,1188,0
6013,5,418,0
6013,6,378,0
6013,26,698,0
6013,40,679,0
6013,74,601,0
6013,79,1107,0
6013,89,1872,0
6013,94,1146,0
6013,110,695,0
6013,114,1420,0
6013,125,304,0
6013,186,948,0
6013,261,619,0
6013,278,1188,0
6016,7,0,445
6017,26,419,0
6017,79,219,0
6017,136,356,0
6017,164,576,0
6017,186,208,0
6018,26,419,0
6018,79,219,0
6018,136,356,0
6018,164,576,0
6018,186,208,0
6020,26,0,1147
6020,40,0,972
6020,79,0,1370
6020,94,0,255
6020,107,0,536
6020,110,0,840
6020,114,0,819
6020,136,0,1486
6020,171,0,189
6020,186,0,1303
6020,225,0,701
6020,261,0,724
6020,278,0,415
6021,107,1644,0
6021,225,1696,0
6022,36,0,302
6022,98,0,620
6022,134,0,242
6023,3,350,0
6023,9,480,0
6023,49,245,0
6023,69,159,0
6023,117,516,0
6023,161,602,0
6023,165,562,0
6023,175,165,0
6023,195,261,0
6023,223,572,0
6023,234,579,0
6023,243,299,0
6023,247,545,0
6023,265,393,0
6023,281,476,0
6024,5,1940,0
6024,6,1889,0
6024,13,2712,0
6024,17,812,0
6024,94,1230,0
6024,107,834,0
6024,114,1574,0
6024,118,2750,0
6024,125,1940,0
6024,142,902,0
6024,146,2671,0
6024,171,993,0
6024,184,2210,0
6024,185,2747,0
6024,189,861,0
6024,225,838,0
6024,261,1880,0
6024,278,1327,0
6024,282,957,0
6025,38,0,631
6025,114,0,261
6025,208,0,1036
6025,262,0,399
6025,277,0,875
6027,1,0,1116
6027,13,0,1098
6027,25,0,1039
6027,34,0,1099
6027,38,0,1379
6027,42,0,1016
6027,78,0,1268
6027,118,0,1124
6027,121,0,914
6027,176,0,1293
6027,184,0,749
6027,185,0,1121
6027,197,0,1150
6028,1,500,0
6028,7,921,0
6028,34,918,0
6028,38,199,0
6028,42,662,0
6028,50,364,0
6028,66,923,0
6028,69,1305,0
6028,85,778,0
6028,88,870,0
6028,120,566,0
6028,121,887,0
6028,124,805,0
6028,157,768,0
6028,165,907,0
6028,168,870,0
6028,176,974,0
6028,180,558,0
6028,184,844,0
6028,191,1168,0
6028,203,1324,0
6028,208,488,0
6028,213,1165,0
6028,231,499,0
6028,234,1140,0
6028,238,881,0
6028,243,1122,0
6028,252,1033,0
6028,262,314,0
6028,275,1219,0
6028,277,348,0
6030,210,591,0
6031,94,709,0
6031,107,295,0
6031,142,583,0
6031,171,402,0
6031,225,403,0
6031,278,843,0
6039,7,1027,0
6039,38,862,0
6039,39,490,0
6039,48,619,0
6039,50,1217,0
6039,72,1089,0
6039,79,247,0
6039,85,993,0
6039,92,874,0
6039,112,1030,0
6039,136,179,0
6039,164,330,0
6039,168,886,0
6039,180,841,0
6039,186,384,0
6039,208,1079,0
6039,231,619,0
6039,238,749,0
6039,248,1059,0
6039,257,958,0
6039,262,784,0
6039,277,971,0
6040,7,1027,0
6040,38,862,0
6040,39,490,0
6040,48,619,0
6040,50,1217,0
6040,72,1089,0
6040,79,247,0
6040,85,993,0
6040,92,874,0
6040,112,1030,0
6040,136,179,0
6040,164,330,0
6040,168,886,0
6040,180,841,0
6040,186,384,0
6040,208,1079,0
6040,231,619,0
6040,238,749,0
6040,248,1059,0
6040,257,958,0
6040,262,784,0
6040,277,971,0
6043,35,273,0
6043,151,516,0
6043,152,311,0
6046,34,508,0
6046,35,848,0
6046,66,424,0
6046,88,335,0
6046,120,253,0
6046,121,585,0
6046,124,441,0
6046,152,863,0
6046,157,309,0
6046,176,479,0
6046,191,660,0
6046,203,795,0
6046,252,488,0
6046,275,673,0
6049,78,220,0
6049,118,300,0
6049,203,669,0
6049,227,585,0
6056,1,0,764
6056,22,0,779
6056,25,0,382
6056,31,0,405
6056,35,0,649
6056,42,0,630
6056,50,0,955
6056,66,0,729
6056,78,0,278
6056,88,0,613
6056,151,0,385
6056,152,0,530
6056,157,0,815
6056,170,0,691
6056,176,0,294
6056,191,0,739
6056,197,0,277
6056,203,0,199
6056,205,0,626
6056,210,0,432
6056,227,0,151
6056,228,0,180
6056,252,0,449
6056,275,0,438
6057,7,620,0
6057,85,486,0
6057,124,619,0
6057,168,548,0
6058,3,774,0
6058,9,642,0
6058,36,265,0
6058,64,630,0
6058,134,163,0
6058,195,854,0
6058,233,487,0
6058,247,556,0
6060,238,855,0
6063,1,961,0
6063,38,650,0
6063,42,1059,0
6063,50,898,0
6063,85,1288,0
6063,114,428,0
6063,120,1112,0
6063,208,1030,0
6063,262,464,0
6063,277,878,0
6064,4,465,0
6064,11,1011,0
6064,15,800,0
6064,82,490,0
6064,95,850,0
6064,101,666,0
6064,162,1125,0
6064,221,634,0
6064,263,1088,0
6064,270,979,0
6064,279,945,0
6071,79,273,0
6071,136,382,0
6071,186,273,0
6073,3,588,0
6073,9,695,0
6073,49,533,0
6073,69,453,0
6073,72,160,0
6073,175,397,0
6073,195,414,0
6073,248,300,0
6073,257,167,0
6073,281,755,0
6075,13,0,581
6075,14,0,1166
6075,16,0,898
6075,18,0,1043
6075,27,0,1303
6075,28,0,746
6075,67,0,987
6075,78,0,1259
6075,84,0,1015
6075,118,0,831
6075,122,0,849
6075,146,0,444
6075,183,0,1474
6075,185,0,697
6075,245,0,466
6075,272,0,1197
6076,3,462,0
6076,9,331,0
6076,161,404,0
6076,223,548,0
6076,247,313,0
6076,281,449,0
6079,34,0,307
6079,88,0,242
6079,152,0,552
6079,176,0,147
6079,203,0,419
6079,228,0,263
6079,252,0,199
6079,275,0,361
6080,18,0,417
6080,78,0,809
6080,118,0,560
6080,185,0,530
6087,3,1815,0
6087,4,1312,0
6087,6,985,0
6087,7,1437,0
6087,9,1925,0
6087,10,1366,0
6087,11,1272,0
6087,15,2019,0
6087,26,406,0
6087,36,2176,0
6087,38,1414,0
6087,39,848,0
6087,40,567,0
6087,48,994,0
6087,49,1732,0
6087,68,882,0
6087,69,1604,0
6087,72,1334,0
6087,79,308,0
6087,82,1854,0
6087,85,1445,0
6087,89,1108,0
6087,92,1038,0
6087,94,1427,0
6087,95,1084,0
6087,98,1826,0
6087,101,1199,0
6087,110,694,0
6087,112,1387,0
6087,114,1261,0
6087,134,2361,0
6087,136,456,0
6087,160,814,0
6087,162,1935,0
6087,164,673,0
6087,165,1648,0
6087,168,1303,0
6087,171,1723,0
6087,175,1488,0
6087,180,1345,0
6087,186,250,0
6087,195,1643,0
6087,208,1597,0
6087,221,1273,0
6087,231,1157,0
6087,233,1945,0
6087,238,1159,0
6087,243,1574,0
6087,246,917,0
6087,247,1926,0
6087,248,1365,0
6087,249,1343,0
6087,257,1215,0
6087,260,759,0
6087,261,822,0
6087,262,1328,0
6087,263,1506,0
6087,265,1560,0
6087,270,1143,0
6087,277,1506,0
6087,278,1342,0
6087,284,968,0
6094,9,658,0
6094,162,256,0
6094,233,347,0
6094,247,520,0
6097,88,224,0
6097,124,352,0
6097,157,200,0
6097,252,395,0
6098,26,565,0
6098,79,758,0
6098,186,629,0
6099,25,0,308
6099,42,0,518
6099,66,0,656
6099,88,0,529
6099,157,0,726
6099,191,0,701
6099,252,0,387
6100,20,0,1863
6100,29,0,2562
6100,37,0,520
6100,45,0,2514
6100,61,0,959
6100,71,0,1501
6100,81,0,782
6100,93,0,1414
6100,108,0,2602
6100,111,0,1663
6100,123,0,1384
6100,132,0,1247
6100,144,0,2584
6100,145,0,2205
6100,156,0,2601
6100,172,0,222
6100,198,0,1721
6100,199,0,364
6100,200,0,1117
6100,201,0,992
6100,202,0,368
6100,204,0,1982
6100,235,0,1573
6100,269,0,413
6100,271,0,776
6100,274,0,2587
6100,283,0,1894
6102,170,0,365
6102,205,0,470
6104,25,0,488
6104,42,0,355
6104,197,0,559
6111,10,927,0
6111,11,858,0
6111,39,496,0
6111,48,627,0
6111,72,901,0
6111,79,415,0
6111,85,1094,0
6111,92,600,0
6111,112,984,0
6111,136,323,0
6111,160,405,0
6111,164,370,0
6111,168,936,0
6111,180,1053,0
6111,231,938,0
6111,238,797,0
6111,246,481,0
6111,248,945,0
6111,257,785,0
6111,260,398,0
6111,263,1081,0
6111,265,1126,0
6111,270,742,0
6112,243,0,217
6114,9,460,0
6114,233,157,0
6114,247,321,0
6116,50,369,0
6117,49,0,700
6117,52,0,319
6117,69,0,786
6117,75,0,153
6117,106,0,147
6117,117,0,414
6117,124,0,857
6117,140,0,428
6117,161,0,423
6117,166,0,265
6117,181,0,334
6117,215,0,255
6117,223,0,368
6117,234,0,560
6117,281,0,516
6118,49,0,700
6118,52,0,319
6118,69,0,786
6118,75,0,153
6118,106,0,147
6118,117,0,414
6118,124,0,857
6118,140,0,428
6118,161,0,423
6118,166,0,265
6118,181,0,334
6118,215,0,255
6118,223,0,368
6118,234,0,560
6118,281,0,516
6123,106,0,176
6123,215,0,286
6124,14,212,0
6124,18,143,0
6125,3,729,0
6125,9,674,0
6125,162,146,0
6125,195,634,0
6125,233,349,0
6125,247,532,0
6125,263,421,0
6125,265,488,0
6126,4,0,922
6126,11,0,1247
6126,68,0,628
6126,79,0,863
6126,95,0,951
6126,101,0,976
6126,136,0,944
6126,160,0,870
6126,164,0,1084
6126,186,0,823
6126,221,0,792
6126,246,0,1038
6126,260,0,748
6126,270,0,1099
6126,284,0,528
6127,4,0,922
6127,11,0,1247
6127,68,0,628
6127,79,0,863
6127,95,0,951
6127,101,0,976
6127,136,0,944
6127,160,0,870
6127,164,0,1084
6127,186,0,823
6127,221,0,792
6127,246,0,1038
6127,260,0,748
6127,270,0,1099
6127,284,0,528
6128,13,745,0
6128,14,591,0
6128,16,328,0
6128,18,435,0
6128,27,638,0
6128,31,1057,0
6128,67,235,0
6128,78,900,0
6128,84,272,0
6128,118,709,0
6128,151,1183,0
6128,183,768,0
6128,185,692,0
6128,197,1074,0
6128,210,863,0
6128,227,1077,0
6128,272,724,0
6129,85,195,0
6129,165,237,0
6129,234,483,0
6132,1,0,359
6132,7,0,903
6132,22,0,644
6132,25,0,488
6132,34,0,347
6132,35,0,621
6132,38,0,883
6132,42,0,355
6132,50,0,481
6132,66,0,341
6132,85,0,808
6132,88,0,193
6132,112,0,1052
6132,120,0,462
6132,124,0,522
6132,147,0,921
6132,152,0,605
6132,157,0,352
6132,165,0,709
6132,176,0,223
6132,180,0,832
6132,191,0,507
6132,197,0,559
6132,203,0,505
6132,208,0,579
6132,213,0,604
6132,227,0,582
6132,228,0,351
6132,234,0,741
6132,252,0,230
6132,254,0,828
6132,262,0,1119
6132,275,0,411
6132,277,0,693
6133,13,624,0
6133,14,311,0
6133,18,170,0
6133,27,431,0
6133,31,803,0
6133,67,407,0
6133,78,590,0
6133,84,275,0
6133,109,936,0
6133,118,475,0
6133,151,918,0
6133,185,514,0
6133,203,903,0
6133,210,614,0
6133,227,784,0
6133,272,417,0
6134,150,0,286
6134,182,0,423
6134,224,0,219
6135,150,0,286
6135,182,0,423
6135,224,0,219
6136,14,656,0
6136,18,589,0
6136,27,500,0
6136,31,853,0
6136,32,826,0
6136,67,388,0
6136,84,396,0
6136,127,714,0
6136,128,699,0
6136,147,1366,0
6136,151,985,0
6136,152,1239,0
6136,170,992,0
6136,183,443,0
6136,203,1105,0
6136,205,1111,0
6136,206,449,0
6136,210,705,0
6136,272,840,0
6137,20,0,1055
6137,29,0,1558
6137,37,0,1332
6137,41,0,1278
6137,54,0,2353
6137,56,0,1939
6137,57,0,1990
6137,59,0,1930
6137,61,0,1613
6137,71,0,1669
6137,73,0,1837
6137,77,0,1866
6137,81,0,1345
6137,93,0,1528
6137,105,0,1700
6137,108,0,1298
6137,123,0,631
6137,130,0,1557
6137,132,0,1840
6137,137,0,2373
6137,144,0,1490
6137,148,0,1321
6137,156,0,1386
6137,172,0,1191
6137,174,0,1693
6137,190,0,1969
6137,199,0,1273
6137,200,0,1265
6137,201,0,1098
6137,202,0,1031
6137,204,0,1457
6137,207,0,1835
6137,217,0,1911
6137,219,0,1867
6137,235,0,800
6137,236,0,2060
6137,267,0,1432
6137,269,0,1169
6137,271,0,1421
6137,276,0,2431
6137,283,0,1243
6138,52,0,642
6138,113,0,275
6138,116,0,381
6138,181,0,864
6138,266,0,633
6141,15,325,0
6144,39,0,318
6144,48,0,377
6144,72,0,528
6144,92,0,232
6144,160,0,268
6144,238,0,524
6144,246,0,179
6144,248,0,582
6144,257,0,416
6147,1,534,0
6147,38,214,0
6147,50,406,0
6147,85,814,0
6147,120,608,0
6147,165,946,0
6147,168,901,0
6147,180,588,0
6147,208,529,0
6147,231,512,0
6147,262,288,0
6147,277,386,0
6148,1,572,0
6148,3,1693,0
6148,4,2454,0
6148,6,1646,0
6148,7,984,0
6148,9,1821,0
6148,10,1558,0
6148,11,1824,0
6148,13,1822,0
6148,14,1817,0
6148,18,1940,0
6148,21,1983,0
6148,22,1419,0
6148,25,1082,0
6148,26,1480,0
6148,27,1948,0
6148,31,1686,0
6148,32,1990,0
6148,33,2018,0
6148,34,982,0
6148,35,1466,0
6148,38,228,0
6148,39,1029,0
6148,40,1377,0
6148,42,724,0
6148,48,996,0
6148,49,1522,0
6148,50,446,0
6148,66,1006,0
6148,67,2384,0
6148,68,2027,0
6148,69,1370,0
6148,72,1385,0
6148,75,1727,0
6148,78,1422,0
6148,79,1263,0
6148,84,2216,0
6148,85,843,0
6148,88,953,0
6148,92,1404,0
6148,94,1161,0
6148,95,1944,0
6148,98,1991,0
6148,101,2130,0
6148,106,1603,0
6148,107,1831,0
6148,109,1914,0
6148,110,1311,0
6148,112,1123,0
6148,114,619,0
6148,117,1543,0
6148,118,1646,0
6148,120,647,0
6148,121,939,0
6148,124,885,0
6148,127,2233,0
6148,128,2383,0
6148,136,1157,0
6148,140,1338,0
6148,146,1982,0
6148,147,1748,0
6148,150,2052,0
6148,151,1594,0
6148,152,1489,0
6148,157,850,0
6148,160,1613,0
6148,161,1749,0
6148,164,1071,0
6148,165,980,0
6148,166,1554,0
6148,168,925,0
6148,170,1824,0
6148,171,1500,0
6148,175,1266,0
6148,176,1046,0
6148,180,613,0
6148,181,1860,0
6148,182,1895,0
6148,183,2046,0
6148,184,884,0
6148,185,1742,0
6148,186,1369,0
6148,191,1251,0
6148,195,1677,0
6148,197,1238,0
6148,203,1401,0
6148,205,1685,0
6148,206,2176,0
6148,208,565,0
6148,210,1766,0
6148,213,1247,0
6148,215,1481,0
6148,223,1617,0
6148,227,1458,0
6148,228,1238,0
6148,231,519,0
6148,233,2085,0
6148,234,1218,0
6148,238,924,0
6148,243,1189,0
6148,246,1501,0
6148,247,1931,0
6148,248,1250,0
6148,252,1114,0
6148,254,1624,0
6148,257,1300,0
6148,260,1708,0
6148,261,1374,0
6148,262,261,0
6148,263,1883,0
6148,265,1791,0
6148,266,2008,0
6148,270,1818,0
6148,272,1634,0
6148,275,1300,0
6148,277,418,0
6148,278,1007,0
6148,281,1673,0
6150,94,0,681
6150,107,0,260
6150,171,0,363
6150,225,0,381
6151,79,178,0
6151,136,194,0
6151,164,395,0
6151,186,301,0
6158,39,810,0
6158,79,233,0
6158,136,401,0
6158,164,631,0
6158,186,168,0
6159,39,0,477
6159,48,0,558
6159,136,0,405
6159,164,0,401
6159,231,0,377
6160,6,1210,0
6160,261,1071,0
6161,184,623,0
6163,157,230,0
6164,39,0,292
6164,48,0,294
6164,164,0,357
6165,9,858,0
6165,15,331,0
6165,162,380,0
6165,195,928,0
6165,233,533,0
6165,247,717,0
6166,2,792,0
6166,8,1243,0
6166,15,1674,0
6166,19,1254,0
6166,23,1256,0
6166,24,930,0
6166,37,822,0
6166,44,1358,0
6166,51,1737,0
6166,61,377,0
6166,76,1152,0
6166,87,1041,0
6166,93,686,0
6166,111,588,0
6166,132,153,0
6166,134,1526,0
6166,141,1462,0
6166,153,1258,0
6166,163,1728,0
6166,198,576,0
6166,200,748,0
6166,201,880,0
6166,212,1527,0
6166,240,1453,0
6166,241,1054,0
6166,242,888,0
6166,268,1721,0
6166,271,599,0
6166,279,1400,0
6167,2,792,0
6167,8,1243,0
6167,15,1674,0
6167,19,1254,0
6167,23,1256,0
6167,24,930,0
6167,37,822,0
6167,44,1358,0
6167,51,1737,0
6167,61,377,0
6167,76,1152,0
6167,87,1041,0
6167,93,686,0
6167,111,588,0
6167,132,153,0
6167,134,1526,0
6167,141,1462,0
6167,153,1258,0
6167,163,1728,0
6167,198,576,0
6167,200,748,0
6167,201,880,0
6167,212,1527,0
6167,240,1453,0
6167,241,1054,0
6167,242,888,0
6167,268,1721,0
6167,271,599,0
6167,279,1400,0
6168,1,1025,0
6168,42,980,0
6170,13,835,0
6170,118,758,0
6170,121,471,0
6170,184,321,0
6170,185,801,0
6173,49,0,632
6173,117,0,351
6173,161,0,343
6173,166,0,220
6173,181,0,257
6173,215,0,261
6173,223,0,298
6173,281,0,440
6174,49,0,632
6174,117,0,351
6174,161,0,343
6174,166,0,220
6174,181,0,257
6174,215,0,261
6174,223,0,298
6174,281,0,440
6178,1,1832,0
6178,3,1961,0
6178,4,1684,0
6178,6,676,0
6178,7,1456,0
6178,10,1545,0
6178,11,1531,0
6178,15,2316,0
6178,25,2384,0
6178,26,155,0
6178,34,2262,0
6178,38,1226,0
6178,39,895,0
6178,40,209,0
6178,42,2018,0
6178,48,1034,0
6178,49,1849,0
6178,50,1608,0
6178,66,1966,0
6178,68,1241,0
6178,69,1702,0
6178,72,1472,0
6178,78,2706,0
6178,79,278,0
6178,82,2179,0
6178,85,1425,0
6178,88,2006,0
6178,89,1490,0
6178,92,1215,0
6178,94,1044,0
6178,95,1398,0
6178,98,2037,0
6178,101,1535,0
6178,110,319,0
6178,112,1448,0
6178,114,928,0
6178,117,2062,0
6178,120,1621,0
6178,121,2259,0
6178,124,1716,0
6178,125,1004,0
6178,136,475,0
6178,140,2018,0
6178,157,1815,0
6178,160,1082,0
6178,162,2180,0
6178,164,716,0
6178,165,1643,0
6178,168,1314,0
6178,171,1343,0
6178,175,1575,0
6178,176,2265,0
6178,180,1265,0
6178,184,2222,0
6178,186,153,0
6178,191,2157,0
6178,195,1811,0
6178,197,2528,0
6178,208,1494,0
6178,213,2061,0
6178,221,1656,0
6178,228,2415,0
6178,231,1025,0
6178,234,1894,0
6178,238,1175,0
6178,243,1631,0
6178,246,1137,0
6178,248,1463,0
6178,252,2201,0
6178,257,1342,0
6178,260,1063,0
6178,261,458,0
6178,262,1082,0
6178,263,1744,0
6178,265,1768,0
6178,270,1419,0
6178,275,2359,0
6178,277,1372,0
6178,278,963,0
6178,284,1351,0
6180,1,1112,0
6180,50,867,0
6180,85,517,0
6182,7,425,0
6182,85,518,0
6182,112,423,0
6182,140,200,0
6182,165,337,0
6182,234,169,0
6183,38,0,871
6183,94,0,757
6183,114,0,548
6183,262,0,680
6183,278,0,670
6186,233,399,0
6188,13,186,0
6188,78,829,0
6188,118,408,0
6188,146,237,0
6188,185,298,0
6188,197,863,0
6193,106,604,0
6193,117,239,0
6193,140,317,0
6193,166,370,0
6193,215,465,0
6193,223,313,0
6193,234,291,0
6194,106,604,0
6194,117,239,0
6194,140,317,0
6194,166,370,0
6194,215,465,0
6194,223,313,0
6194,234,291,0
6197,15,230,0
6197,162,341,0
6197,195,757,0
6197,233,537,0
6197,247,709,0
6197,263,459,0
6197,265,576,0
6199,1,0,275
6199,3,0,1363
6199,7,0,864
6199,9,0,1460
6199,10,0,1469
6199,11,0,1821
6199,13,0,1398
6199,14,0,1098
6199,18,0,1243
6199,21,0,1209
6199,22,0,704
6199,25,0,514
6199,27,0,1189
6199,31,0,879
6199,32,0,1176
6199,33,0,1213
6199,34,0,368
6199,35,0,696
6199,36,0,1839
6199,38,0,793
6199,39,0,1316
6199,42,0,308
6199,43,0,1449
6199,47,0,2215
6199,48,0,1199
6199,49,0,1207
6199,50,0,390
6199,51,0,1795
6199,52,0,1407
6199,53,0,1869
6199,64,0,1656
6199,66,0,358
6199,69,0,1116
6199,72,0,1302
6199,75,0,1032
6199,78,0,759
6199,84,0,1511
6199,85,0,758
6199,86,0,1636
6199,88,0,221
6199,92,0,1493
6199,96,0,2088
6199,97,0,2034
6199,98,0,1732
6199,99,0,1802
6199,104,0,2330
6199,106,0,944
6199,109,0,1100
6199,112,0,1017
6199,113,0,1686
6199,114,0,1427
6199,116,0,1616
6199,117,0,1075
6199,118,0,1135
6199,120,0,394
6199,121,0,497
6199,124,0,493
6199,127,0,1419
6199,128,0,1570
6199,134,0,1872
6199,136,0,1645
6199,140,0,811
6199,147,0,995
6199,150,0,1301
6199,151,0,781
6199,152,0,690
6199,157,0,325
6199,161,0,1272
6199,162,0,1979
6199,164,0,1454
6199,165,0,683
6199,166,0,1004
6199,168,0,928
6199,170,0,1015
6199,173,0,1587
6199,175,0,1083
6199,176,0,289
6199,178,0,1746
6199,180,0,761
6199,181,0,1322
6199,182,0,1166
6199,183,0,1259
6199,184,0,611
6199,185,0,1268
6199,188,0,1967
6199,191,0,556
6199,195,0,1446
6199,197,0,607
6199,203,0,595
6199,205,0,882
6199,206,0,1373
6199,208,0,505
6199,210,0,981
6199,213,0,635
6199,215,0,872
6199,223,0,1128
6199,224,0,1461
6199,227,0,669
6199,228,0,440
6199,231,0,958
6199,233,0,1788
6199,234,0,748
6199,238,0,1039
6199,243,0,944
6199,246,0,1650
6199,247,0,1600
6199,248,0,1149
6199,250,0,2169
6199,252,0,312
6199,254,0,895
6199,257,0,1293
6199,262,0,1027
6199,263,0,1769
6199,265,0,1628
6199,266,0,1334
6199,270,0,1880
6199,272,0,934
6199,273,0,1490
6199,275,0,497
6199,277,0,609
6199,281,0,1248
6204,170,474,0
6204,205,574,0
6208,152,687,0
6209,49,325,0
6209,69,281,0
6209,117,262,0
6209,140,199,0
6209,161,464,0
6209,181,588,0
