station,driver,rider1,rider2,rider3,VMT,save_d,save_r1,save_r2,save_r3,T_d,T_r1,T_r2,T_r3,cost_d,cost_r1,cost_r2,cost_r3,detour_d,detour_r1,detour_r2,detour_r3,size,type,num_riders
184,1033,8327,7066,6170,70.4546,15.056,20.2465,16.7761,16.9646,1233,2381.0,1818.0,1177.0,0.24,8.88,8.18,8.06,148,817.0,555.0,34.0,many,RT,3
0,20,6066,6065,0,53.2758,24.9619,13.2886,13.2886,0.0,2563,960.0,960.0,0.0,11.28,8.68,8.68,0.0,72,0.0,0.0,0.0,many,SR,2
0,2072,8699,0,0,21.9196,11.8575,9.1172,0.0,0.0,1211,765.0,0.0,0.0,4.21,9.45,0.0,0.0,90,0.0,0.0,0.0,one,SR,1
32,25,4717,0,0,34.7232,13.0481,20.7374,0.0,0.0,1271,2245.0,0.0,0.0,4.91,13.38,0.0,0.0,37,476.0,0.0,0.0,one,RT,1
86,30,6975,4099,50,105.1057,22.8299,14.9793,47.1872,17.9103,2180,1398.0,3537.0,1942.0,3.1,8.2,16.62,9.17,321,298.0,147.0,557.0,many,RT,3
85,37,6832,5040,10,90.7691,22.4494,22.9838,21.4478,21.5854,1370,2471.0,2157.0,2577.0,-6.34,10.74,10.72,10.57,212,677.0,495.0,835.0,many,RT,3
0,4134,5789,3946,0,78.6692,30.1874,21.0976,24.6306,0.0,2142,1758.0,1992.0,0.0,-2.29,12.84,14.69,0.0,187,91.0,31.0,0.0,many,SR,2
0,4158,5569,2784,0,77.0602,31.6427,25.5071,17.3262,0.0,2690,2036.0,1363.0,0.0,4.99,15.13,10.71,0.0,150,6.0,45.0,0.0,many,SR,2
0,1100,9319,0,0,31.2913,17.1875,12.9016,0.0,0.0,1555,1129.0,0.0,0.0,5.51,12.02,0.0,0.0,6,0.0,0.0,0.0,one,SR,1
0,1108,7809,7423,0,66.9832,27.7884,14.9953,21.932,0.0,2101,1105.0,1750.0,0.0,1.65,9.51,13.17,0.0,73,0.0,31.0,0.0,many,SR,2
0,89,5227,0,0,24.3316,14.6099,8.7988,0.0,0.0,1517,734.0,0.0,0.0,7.62,9.23,0.0,0.0,1,0.0,0.0,0.0,one,SR,1
